"Source","InstalledOn","HotFixID","Description","InstalledBy"
"Server47","11/16/2019 12:00:00 AM","MSKB2755008","Security Update","NT AUTHORITY\SYSTEM"
"Server48","11/16/2019 12:00:00 AM","MSKB3241614","Security Update","NT AUTHORITY\SYSTEM"
"Server48","11/16/2019 12:00:00 AM","MSKB9239045","Update","NT AUTHORITY\SYSTEM"
"Server48","11/16/2019 12:00:00 AM","MSKB7317823","Update","NT AUTHORITY\SYSTEM"
"Server49","11/16/2019 12:00:00 AM","MSKB2534482","Update","NT AUTHORITY\SYSTEM"
"Server49","11/16/2019 12:00:00 AM","MSKB4290054","Security Update","NT AUTHORITY\SYSTEM"
"Server49","11/16/2019 12:00:00 AM","MSKB6156680","Update","NT AUTHORITY\SYSTEM"
"Server49","11/16/2019 12:00:00 AM","MSKB2950785","Security Update","NT AUTHORITY\SYSTEM"
"Server51","11/16/2019 12:00:00 AM","MSKB1067799","Update","NT AUTHORITY\SYSTEM"
"Server51","11/16/2019 12:00:00 AM","MSKB4454796","Security Update","NT AUTHORITY\SYSTEM"
"Server51","11/16/2019 12:00:00 AM","MSKB7233459","Security Update","NT AUTHORITY\SYSTEM"
"Server51","11/16/2019 12:00:00 AM","MSKB4897345","Update","NT AUTHORITY\SYSTEM"
"Server53","11/16/2019 12:00:00 AM","MSKB6306444","Update","NT AUTHORITY\SYSTEM"
"Server53","11/16/2019 12:00:00 AM","MSKB6610704","Security Update","NT AUTHORITY\SYSTEM"
"Server53","11/16/2019 12:00:00 AM","MSKB2891975","Update","NT AUTHORITY\SYSTEM"
"Server54","11/16/2019 12:00:00 AM","MSKB5664056","Security Update","NT AUTHORITY\SYSTEM"
"Server54","11/16/2019 12:00:00 AM","MSKB1476502","Update","NT AUTHORITY\SYSTEM"
"Server54","11/16/2019 12:00:00 AM","MSKB4580945","Update","NT AUTHORITY\SYSTEM"
"Server55","11/16/2019 12:00:00 AM","MSKB4750258","Security Update","NT AUTHORITY\SYSTEM"
"Server55","11/16/2019 12:00:00 AM","MSKB9348867","Update","NT AUTHORITY\SYSTEM"
"Server55","11/16/2019 12:00:00 AM","MSKB4178245","Update","NT AUTHORITY\SYSTEM"
"Server57","11/16/2019 12:00:00 AM","MSKB4598782","Update","NT AUTHORITY\SYSTEM"
"Server57","11/16/2019 12:00:00 AM","MSKB8485259","Update","NT AUTHORITY\SYSTEM"
"Server57","11/16/2019 12:00:00 AM","MSKB3978087","Update","NT AUTHORITY\SYSTEM"
"Server57","11/16/2019 12:00:00 AM","MSKB2056629","Update","NT AUTHORITY\SYSTEM"
"Server58","11/16/2019 12:00:00 AM","MSKB1131718","Update","NT AUTHORITY\SYSTEM"
"Server58","11/16/2019 12:00:00 AM","MSKB6220374","Update","NT AUTHORITY\SYSTEM"
"Server58","11/16/2019 12:00:00 AM","MSKB5967466","Security Update","NT AUTHORITY\SYSTEM"
"Server61","11/16/2019 12:00:00 AM","MSKB2557226","Update","NT AUTHORITY\SYSTEM"
"Server61","11/16/2019 12:00:00 AM","MSKB3669737","Security Update","NT AUTHORITY\SYSTEM"
"Server62","11/16/2019 12:00:00 AM","MSKB7360828","Update","NT AUTHORITY\SYSTEM"
"Server63","11/16/2019 12:00:00 AM","MSKB5828485","Security Update","NT AUTHORITY\SYSTEM"
"Server66","11/16/2019 12:00:00 AM","MSKB9107962","Security Update","NT AUTHORITY\SYSTEM"
"Server66","11/16/2019 12:00:00 AM","MSKB7113498","Update","NT AUTHORITY\SYSTEM"
"Server66","11/16/2019 12:00:00 AM","MSKB1875503","Security Update","NT AUTHORITY\SYSTEM"
"Server66","11/16/2019 12:00:00 AM","MSKB8977701","Security Update","NT AUTHORITY\SYSTEM"
"Server68","11/16/2019 12:00:00 AM","MSKB7496116","Update","NT AUTHORITY\SYSTEM"
"Server68","11/16/2019 12:00:00 AM","MSKB5354901","Security Update","NT AUTHORITY\SYSTEM"
"Server68","11/16/2019 12:00:00 AM","MSKB4197614","Update","NT AUTHORITY\SYSTEM"
"Server69","11/16/2019 12:00:00 AM","MSKB1528830","Security Update","NT AUTHORITY\SYSTEM"
"Server69","11/16/2019 12:00:00 AM","MSKB7798995","Update","NT AUTHORITY\SYSTEM"
"Server70","11/16/2019 12:00:00 AM","MSKB5834611","Update","NT AUTHORITY\SYSTEM"
"Server70","11/16/2019 12:00:00 AM","MSKB8359793","Update","NT AUTHORITY\SYSTEM"
"Server70","11/16/2019 12:00:00 AM","MSKB8275403","Update","NT AUTHORITY\SYSTEM"
"Server72","11/16/2019 12:00:00 AM","MSKB8673541","Update","NT AUTHORITY\SYSTEM"
"Server74","11/16/2019 12:00:00 AM","MSKB8517392","Update","NT AUTHORITY\SYSTEM"
"Server74","11/16/2019 12:00:00 AM","MSKB1089375","Update","NT AUTHORITY\SYSTEM"
"Server74","11/16/2019 12:00:00 AM","MSKB1705960","Security Update","NT AUTHORITY\SYSTEM"
"Server75","11/16/2019 12:00:00 AM","MSKB4816043","Security Update","NT AUTHORITY\SYSTEM"
"Server76","11/16/2019 12:00:00 AM","MSKB4492679","Update","NT AUTHORITY\SYSTEM"
"Server76","11/16/2019 12:00:00 AM","MSKB4142998","Security Update","NT AUTHORITY\SYSTEM"
"Server79","11/16/2019 12:00:00 AM","MSKB2042805","Security Update","NT AUTHORITY\SYSTEM"
"Server79","11/16/2019 12:00:00 AM","MSKB9657946","Security Update","NT AUTHORITY\SYSTEM"
"Server79","11/16/2019 12:00:00 AM","MSKB7402202","Update","NT AUTHORITY\SYSTEM"
"Server80","11/16/2019 12:00:00 AM","MSKB9276935","Security Update","NT AUTHORITY\SYSTEM"
"Server80","11/16/2019 12:00:00 AM","MSKB7633293","Update","NT AUTHORITY\SYSTEM"
"Server80","11/16/2019 12:00:00 AM","MSKB8304049","Security Update","NT AUTHORITY\SYSTEM"
"Server80","11/16/2019 12:00:00 AM","MSKB1712735","Update","NT AUTHORITY\SYSTEM"
"Server81","11/16/2019 12:00:00 AM","MSKB5756017","Security Update","NT AUTHORITY\SYSTEM"
"Server83","11/16/2019 12:00:00 AM","MSKB1792644","Update","NT AUTHORITY\SYSTEM"
"Server83","11/16/2019 12:00:00 AM","MSKB5501308","Update","NT AUTHORITY\SYSTEM"
"Server83","11/16/2019 12:00:00 AM","MSKB3255623","Security Update","NT AUTHORITY\SYSTEM"
"Server84","11/16/2019 12:00:00 AM","MSKB5486010","Update","NT AUTHORITY\SYSTEM"
"Server84","11/16/2019 12:00:00 AM","MSKB4944530","Security Update","NT AUTHORITY\SYSTEM"
"Server86","11/16/2019 12:00:00 AM","MSKB7729228","Security Update","NT AUTHORITY\SYSTEM"
"Server86","11/16/2019 12:00:00 AM","MSKB1855906","Security Update","NT AUTHORITY\SYSTEM"
"Server86","11/16/2019 12:00:00 AM","MSKB6258211","Security Update","NT AUTHORITY\SYSTEM"
"Server86","11/16/2019 12:00:00 AM","MSKB7125973","Update","NT AUTHORITY\SYSTEM"
"Server87","11/16/2019 12:00:00 AM","MSKB3898952","Update","NT AUTHORITY\SYSTEM"
"Server87","11/16/2019 12:00:00 AM","MSKB2609703","Update","NT AUTHORITY\SYSTEM"
"Server87","11/16/2019 12:00:00 AM","MSKB7854450","Security Update","NT AUTHORITY\SYSTEM"
"Server88","11/16/2019 12:00:00 AM","MSKB4759334","Update","NT AUTHORITY\SYSTEM"
"Server88","11/16/2019 12:00:00 AM","MSKB8366739","Security Update","NT AUTHORITY\SYSTEM"
"Server89","11/16/2019 12:00:00 AM","MSKB4142813","Security Update","NT AUTHORITY\SYSTEM"
"Server90","11/16/2019 12:00:00 AM","MSKB6177347","Update","NT AUTHORITY\SYSTEM"
"Server90","11/16/2019 12:00:00 AM","MSKB5944809","Security Update","NT AUTHORITY\SYSTEM"
"Server90","11/16/2019 12:00:00 AM","MSKB4742065","Security Update","NT AUTHORITY\SYSTEM"
"Server92","11/16/2019 12:00:00 AM","MSKB6805368","Security Update","NT AUTHORITY\SYSTEM"
"Server93","11/16/2019 12:00:00 AM","MSKB6513796","Update","NT AUTHORITY\SYSTEM"
"Server93","11/16/2019 12:00:00 AM","MSKB9305434","Update","NT AUTHORITY\SYSTEM"
"Server93","11/16/2019 12:00:00 AM","MSKB5561789","Security Update","NT AUTHORITY\SYSTEM"
"Server93","11/16/2019 12:00:00 AM","MSKB7493168","Update","NT AUTHORITY\SYSTEM"
"Server94","11/16/2019 12:00:00 AM","MSKB5894688","Security Update","NT AUTHORITY\SYSTEM"
"Server94","11/16/2019 12:00:00 AM","MSKB2437586","Security Update","NT AUTHORITY\SYSTEM"
"Server94","11/16/2019 12:00:00 AM","MSKB8577716","Update","NT AUTHORITY\SYSTEM"
"Server94","11/16/2019 12:00:00 AM","MSKB5749218","Security Update","NT AUTHORITY\SYSTEM"
"Server96","11/16/2019 12:00:00 AM","MSKB5115472","Update","NT AUTHORITY\SYSTEM"
"Server96","11/16/2019 12:00:00 AM","MSKB6694431","Update","NT AUTHORITY\SYSTEM"
"Server96","11/16/2019 12:00:00 AM","MSKB2258177","Update","NT AUTHORITY\SYSTEM"
"Server97","11/16/2019 12:00:00 AM","MSKB1958914","Update","NT AUTHORITY\SYSTEM"
"Server98","11/16/2019 12:00:00 AM","MSKB2025032","Security Update","NT AUTHORITY\SYSTEM"
"Server98","11/16/2019 12:00:00 AM","MSKB5105512","Update","NT AUTHORITY\SYSTEM"
"Server98","11/16/2019 12:00:00 AM","MSKB9067316","Security Update","NT AUTHORITY\SYSTEM"
"Server98","11/16/2019 12:00:00 AM","MSKB4385624","Update","NT AUTHORITY\SYSTEM"
"Server99","11/16/2019 12:00:00 AM","MSKB2641908","Update","NT AUTHORITY\SYSTEM"
"Server2","11/23/2019 12:00:00 AM","MSKB8470436","Security Update","NT AUTHORITY\SYSTEM"
"Server2","11/23/2019 12:00:00 AM","MSKB6953717","Security Update","NT AUTHORITY\SYSTEM"
"Server3","11/23/2019 12:00:00 AM","MSKB5698995","Security Update","NT AUTHORITY\SYSTEM"
"Server3","11/23/2019 12:00:00 AM","MSKB7864951","Update","NT AUTHORITY\SYSTEM"
"Server3","11/23/2019 12:00:00 AM","MSKB7032421","Security Update","NT AUTHORITY\SYSTEM"
"Server3","11/23/2019 12:00:00 AM","MSKB9054093","Update","NT AUTHORITY\SYSTEM"
"Server4","11/23/2019 12:00:00 AM","MSKB2675086","Update","NT AUTHORITY\SYSTEM"
"Server4","11/23/2019 12:00:00 AM","MSKB9559079","Update","NT AUTHORITY\SYSTEM"
"Server4","11/23/2019 12:00:00 AM","MSKB3280752","Security Update","NT AUTHORITY\SYSTEM"
"Server4","11/23/2019 12:00:00 AM","MSKB4747649","Security Update","NT AUTHORITY\SYSTEM"
"Server5","11/23/2019 12:00:00 AM","MSKB9619737","Security Update","NT AUTHORITY\SYSTEM"
"Server5","11/23/2019 12:00:00 AM","MSKB9658234","Update","NT AUTHORITY\SYSTEM"
"Server6","11/23/2019 12:00:00 AM","MSKB8388578","Update","NT AUTHORITY\SYSTEM"
"Server6","11/23/2019 12:00:00 AM","MSKB2945138","Update","NT AUTHORITY\SYSTEM"
"Server7","11/23/2019 12:00:00 AM","MSKB4898862","Security Update","NT AUTHORITY\SYSTEM"
"Server7","11/23/2019 12:00:00 AM","MSKB9716624","Update","NT AUTHORITY\SYSTEM"
"Server7","11/23/2019 12:00:00 AM","MSKB7373521","Update","NT AUTHORITY\SYSTEM"
"Server8","11/23/2019 12:00:00 AM","MSKB4626890","Update","NT AUTHORITY\SYSTEM"
"Server8","11/23/2019 12:00:00 AM","MSKB8492085","Update","NT AUTHORITY\SYSTEM"
"Server9","11/23/2019 12:00:00 AM","MSKB3566086","Security Update","NT AUTHORITY\SYSTEM"
"Server9","11/23/2019 12:00:00 AM","MSKB2480059","Security Update","NT AUTHORITY\SYSTEM"
"Server9","11/23/2019 12:00:00 AM","MSKB1946868","Update","NT AUTHORITY\SYSTEM"
"Server10","11/23/2019 12:00:00 AM","MSKB3813803","Update","NT AUTHORITY\SYSTEM"
"Server10","11/23/2019 12:00:00 AM","MSKB3634009","Update","NT AUTHORITY\SYSTEM"
"Server10","11/23/2019 12:00:00 AM","MSKB4006381","Update","NT AUTHORITY\SYSTEM"
"Server10","11/23/2019 12:00:00 AM","MSKB9933409","Security Update","NT AUTHORITY\SYSTEM"
"Server16","11/23/2019 12:00:00 AM","MSKB5586618","Update","NT AUTHORITY\SYSTEM"
"Server16","11/23/2019 12:00:00 AM","MSKB5155044","Update","NT AUTHORITY\SYSTEM"
"Server16","11/23/2019 12:00:00 AM","MSKB5177285","Update","NT AUTHORITY\SYSTEM"
"Server17","11/23/2019 12:00:00 AM","MSKB6972043","Update","NT AUTHORITY\SYSTEM"
"Server17","11/23/2019 12:00:00 AM","MSKB2982336","Security Update","NT AUTHORITY\SYSTEM"
"Server17","11/23/2019 12:00:00 AM","MSKB8094846","Update","NT AUTHORITY\SYSTEM"
"Server17","11/23/2019 12:00:00 AM","MSKB8586048","Security Update","NT AUTHORITY\SYSTEM"
"Server19","11/23/2019 12:00:00 AM","MSKB1940307","Security Update","NT AUTHORITY\SYSTEM"
"Server19","11/23/2019 12:00:00 AM","MSKB3065552","Update","NT AUTHORITY\SYSTEM"
"Server20","11/23/2019 12:00:00 AM","MSKB3026504","Update","NT AUTHORITY\SYSTEM"
"Server20","11/23/2019 12:00:00 AM","MSKB1422585","Update","NT AUTHORITY\SYSTEM"
"Server20","11/23/2019 12:00:00 AM","MSKB7251880","Update","NT AUTHORITY\SYSTEM"
"Server22","11/23/2019 12:00:00 AM","MSKB1070058","Update","NT AUTHORITY\SYSTEM"
"Server22","11/23/2019 12:00:00 AM","MSKB7922190","Update","NT AUTHORITY\SYSTEM"
"Server22","11/23/2019 12:00:00 AM","MSKB2346501","Update","NT AUTHORITY\SYSTEM"
"Server24","11/23/2019 12:00:00 AM","MSKB7624077","Security Update","NT AUTHORITY\SYSTEM"
"Server24","11/23/2019 12:00:00 AM","MSKB1020033","Security Update","NT AUTHORITY\SYSTEM"
"Server24","11/23/2019 12:00:00 AM","MSKB9519714","Update","NT AUTHORITY\SYSTEM"
"Server24","11/23/2019 12:00:00 AM","MSKB9983139","Security Update","NT AUTHORITY\SYSTEM"
"Server28","11/23/2019 12:00:00 AM","MSKB9869767","Security Update","NT AUTHORITY\SYSTEM"
"Server29","11/23/2019 12:00:00 AM","MSKB3879606","Security Update","NT AUTHORITY\SYSTEM"
"Server29","11/23/2019 12:00:00 AM","MSKB8194169","Security Update","NT AUTHORITY\SYSTEM"
"Server30","11/23/2019 12:00:00 AM","MSKB3729757","Security Update","NT AUTHORITY\SYSTEM"
"Server32","11/23/2019 12:00:00 AM","MSKB6514322","Security Update","NT AUTHORITY\SYSTEM"
"Server33","11/23/2019 12:00:00 AM","MSKB5774074","Security Update","NT AUTHORITY\SYSTEM"
"Server34","11/23/2019 12:00:00 AM","MSKB7054859","Update","NT AUTHORITY\SYSTEM"
"Server36","11/23/2019 12:00:00 AM","MSKB4835251","Update","NT AUTHORITY\SYSTEM"
"Server36","11/23/2019 12:00:00 AM","MSKB4691126","Update","NT AUTHORITY\SYSTEM"
"Server37","11/23/2019 12:00:00 AM","MSKB6430463","Security Update","NT AUTHORITY\SYSTEM"
"Server37","11/23/2019 12:00:00 AM","MSKB3540636","Security Update","NT AUTHORITY\SYSTEM"
"Server37","11/23/2019 12:00:00 AM","MSKB4776996","Security Update","NT AUTHORITY\SYSTEM"
"Server37","11/23/2019 12:00:00 AM","MSKB7253195","Security Update","NT AUTHORITY\SYSTEM"
"Server40","11/23/2019 12:00:00 AM","MSKB9263570","Update","NT AUTHORITY\SYSTEM"
"Server40","11/23/2019 12:00:00 AM","MSKB6813314","Security Update","NT AUTHORITY\SYSTEM"
"Server41","11/23/2019 12:00:00 AM","MSKB2735278","Security Update","NT AUTHORITY\SYSTEM"
"Server41","11/23/2019 12:00:00 AM","MSKB6154628","Update","NT AUTHORITY\SYSTEM"
"Server42","11/23/2019 12:00:00 AM","MSKB5935465","Security Update","NT AUTHORITY\SYSTEM"
"Server42","11/23/2019 12:00:00 AM","MSKB1338174","Update","NT AUTHORITY\SYSTEM"
"Server42","11/23/2019 12:00:00 AM","MSKB2300022","Security Update","NT AUTHORITY\SYSTEM"
"Server45","11/23/2019 12:00:00 AM","MSKB9888987","Security Update","NT AUTHORITY\SYSTEM"
"Server46","11/23/2019 12:00:00 AM","MSKB4858429","Update","NT AUTHORITY\SYSTEM"
"Server47","11/23/2019 12:00:00 AM","MSKB8044504","Security Update","NT AUTHORITY\SYSTEM"
"Server47","11/23/2019 12:00:00 AM","MSKB4524154","Update","NT AUTHORITY\SYSTEM"
"Server47","11/23/2019 12:00:00 AM","MSKB4124598","Security Update","NT AUTHORITY\SYSTEM"
"Server48","11/23/2019 12:00:00 AM","MSKB1078252","Security Update","NT AUTHORITY\SYSTEM"
"Server48","11/23/2019 12:00:00 AM","MSKB7704406","Security Update","NT AUTHORITY\SYSTEM"
"Server48","11/23/2019 12:00:00 AM","MSKB1042151","Update","NT AUTHORITY\SYSTEM"
"Server48","11/23/2019 12:00:00 AM","MSKB2294876","Security Update","NT AUTHORITY\SYSTEM"
"Server50","11/23/2019 12:00:00 AM","MSKB1076689","Security Update","NT AUTHORITY\SYSTEM"
"Server50","11/23/2019 12:00:00 AM","MSKB6531591","Security Update","NT AUTHORITY\SYSTEM"
"Server50","11/23/2019 12:00:00 AM","MSKB1740767","Security Update","NT AUTHORITY\SYSTEM"
"Server51","11/23/2019 12:00:00 AM","MSKB7519130","Security Update","NT AUTHORITY\SYSTEM"
"Server53","11/23/2019 12:00:00 AM","MSKB1217944","Security Update","NT AUTHORITY\SYSTEM"
"Server53","11/23/2019 12:00:00 AM","MSKB8524254","Security Update","NT AUTHORITY\SYSTEM"
"Server53","11/23/2019 12:00:00 AM","MSKB7344340","Update","NT AUTHORITY\SYSTEM"
"Server54","11/23/2019 12:00:00 AM","MSKB4057702","Update","NT AUTHORITY\SYSTEM"
"Server54","11/23/2019 12:00:00 AM","MSKB6118045","Security Update","NT AUTHORITY\SYSTEM"
"Server54","11/23/2019 12:00:00 AM","MSKB8361274","Update","NT AUTHORITY\SYSTEM"
"Server55","11/23/2019 12:00:00 AM","MSKB3041078","Security Update","NT AUTHORITY\SYSTEM"
"Server55","11/23/2019 12:00:00 AM","MSKB9405619","Update","NT AUTHORITY\SYSTEM"
"Server55","11/23/2019 12:00:00 AM","MSKB8222639","Security Update","NT AUTHORITY\SYSTEM"
"Server56","11/23/2019 12:00:00 AM","MSKB3510644","Update","NT AUTHORITY\SYSTEM"
"Server56","11/23/2019 12:00:00 AM","MSKB1591606","Security Update","NT AUTHORITY\SYSTEM"
"Server56","11/23/2019 12:00:00 AM","MSKB4120202","Update","NT AUTHORITY\SYSTEM"
"Server56","11/23/2019 12:00:00 AM","MSKB1517733","Security Update","NT AUTHORITY\SYSTEM"
"Server57","11/23/2019 12:00:00 AM","MSKB8418671","Security Update","NT AUTHORITY\SYSTEM"
"Server57","11/23/2019 12:00:00 AM","MSKB2334100","Security Update","NT AUTHORITY\SYSTEM"
"Server57","11/23/2019 12:00:00 AM","MSKB8918232","Update","NT AUTHORITY\SYSTEM"
"Server57","11/23/2019 12:00:00 AM","MSKB3048144","Security Update","NT AUTHORITY\SYSTEM"
"Server58","11/23/2019 12:00:00 AM","MSKB9280235","Security Update","NT AUTHORITY\SYSTEM"
"Server59","11/23/2019 12:00:00 AM","MSKB4517784","Update","NT AUTHORITY\SYSTEM"
"Server59","11/23/2019 12:00:00 AM","MSKB7962313","Security Update","NT AUTHORITY\SYSTEM"
"Server59","11/23/2019 12:00:00 AM","MSKB5059276","Security Update","NT AUTHORITY\SYSTEM"
"Server60","11/23/2019 12:00:00 AM","MSKB8903983","Security Update","NT AUTHORITY\SYSTEM"
"Server60","11/23/2019 12:00:00 AM","MSKB4071957","Security Update","NT AUTHORITY\SYSTEM"
"Server60","11/23/2019 12:00:00 AM","MSKB4676516","Security Update","NT AUTHORITY\SYSTEM"
"Server61","11/23/2019 12:00:00 AM","MSKB6245845","Update","NT AUTHORITY\SYSTEM"
"Server61","11/23/2019 12:00:00 AM","MSKB9789051","Update","NT AUTHORITY\SYSTEM"
"Server61","11/23/2019 12:00:00 AM","MSKB4363420","Security Update","NT AUTHORITY\SYSTEM"
"Server61","11/23/2019 12:00:00 AM","MSKB4712948","Security Update","NT AUTHORITY\SYSTEM"
"Server62","11/23/2019 12:00:00 AM","MSKB2243685","Security Update","NT AUTHORITY\SYSTEM"
"Server63","11/23/2019 12:00:00 AM","MSKB1216040","Security Update","NT AUTHORITY\SYSTEM"
"Server63","11/23/2019 12:00:00 AM","MSKB9706734","Security Update","NT AUTHORITY\SYSTEM"
"Server64","11/23/2019 12:00:00 AM","MSKB8545244","Security Update","NT AUTHORITY\SYSTEM"
"Server64","11/23/2019 12:00:00 AM","MSKB8206402","Security Update","NT AUTHORITY\SYSTEM"
"Server64","11/23/2019 12:00:00 AM","MSKB2764929","Security Update","NT AUTHORITY\SYSTEM"
"Server66","11/23/2019 12:00:00 AM","MSKB5540404","Security Update","NT AUTHORITY\SYSTEM"
"Server66","11/23/2019 12:00:00 AM","MSKB6285999","Security Update","NT AUTHORITY\SYSTEM"
"Server67","11/23/2019 12:00:00 AM","MSKB3261831","Update","NT AUTHORITY\SYSTEM"
"Server67","11/23/2019 12:00:00 AM","MSKB2017538","Security Update","NT AUTHORITY\SYSTEM"
"Server67","11/23/2019 12:00:00 AM","MSKB8730310","Update","NT AUTHORITY\SYSTEM"
"Server67","11/23/2019 12:00:00 AM","MSKB1462566","Security Update","NT AUTHORITY\SYSTEM"
"Server68","11/23/2019 12:00:00 AM","MSKB6508252","Update","NT AUTHORITY\SYSTEM"
"Server69","11/23/2019 12:00:00 AM","MSKB4965101","Security Update","NT AUTHORITY\SYSTEM"
"Server69","11/23/2019 12:00:00 AM","MSKB9767952","Security Update","NT AUTHORITY\SYSTEM"
"Server69","11/23/2019 12:00:00 AM","MSKB6156419","Update","NT AUTHORITY\SYSTEM"
"Server69","11/23/2019 12:00:00 AM","MSKB3300962","Update","NT AUTHORITY\SYSTEM"
"Server70","11/23/2019 12:00:00 AM","MSKB8203145","Update","NT AUTHORITY\SYSTEM"
"Server70","11/23/2019 12:00:00 AM","MSKB6616173","Security Update","NT AUTHORITY\SYSTEM"
"Server70","11/23/2019 12:00:00 AM","MSKB1722193","Update","NT AUTHORITY\SYSTEM"
"Server70","11/23/2019 12:00:00 AM","MSKB4127183","Update","NT AUTHORITY\SYSTEM"
"Server71","11/23/2019 12:00:00 AM","MSKB1726591","Security Update","NT AUTHORITY\SYSTEM"
"Server71","11/23/2019 12:00:00 AM","MSKB1383736","Security Update","NT AUTHORITY\SYSTEM"
"Server72","11/23/2019 12:00:00 AM","MSKB8686287","Update","NT AUTHORITY\SYSTEM"
"Server73","11/23/2019 12:00:00 AM","MSKB6824511","Update","NT AUTHORITY\SYSTEM"
"Server73","11/23/2019 12:00:00 AM","MSKB3456126","Update","NT AUTHORITY\SYSTEM"
"Server75","11/23/2019 12:00:00 AM","MSKB9903344","Update","NT AUTHORITY\SYSTEM"
"Server75","11/23/2019 12:00:00 AM","MSKB1544893","Security Update","NT AUTHORITY\SYSTEM"
"Server75","11/23/2019 12:00:00 AM","MSKB6688399","Security Update","NT AUTHORITY\SYSTEM"
"Server75","11/23/2019 12:00:00 AM","MSKB3938068","Update","NT AUTHORITY\SYSTEM"
"Server77","11/23/2019 12:00:00 AM","MSKB9527750","Security Update","NT AUTHORITY\SYSTEM"
"Server77","11/23/2019 12:00:00 AM","MSKB6803937","Security Update","NT AUTHORITY\SYSTEM"
"Server77","11/23/2019 12:00:00 AM","MSKB9030439","Update","NT AUTHORITY\SYSTEM"
"Server77","11/23/2019 12:00:00 AM","MSKB6537131","Update","NT AUTHORITY\SYSTEM"
"Server81","11/23/2019 12:00:00 AM","MSKB4938670","Update","NT AUTHORITY\SYSTEM"
"Server84","11/23/2019 12:00:00 AM","MSKB8060789","Security Update","NT AUTHORITY\SYSTEM"
"Server84","11/23/2019 12:00:00 AM","MSKB5397995","Security Update","NT AUTHORITY\SYSTEM"
"Server86","11/23/2019 12:00:00 AM","MSKB5881433","Update","NT AUTHORITY\SYSTEM"
"Server86","11/23/2019 12:00:00 AM","MSKB8824805","Security Update","NT AUTHORITY\SYSTEM"
"Server86","11/23/2019 12:00:00 AM","MSKB3487421","Update","NT AUTHORITY\SYSTEM"
"Server86","11/23/2019 12:00:00 AM","MSKB7830513","Security Update","NT AUTHORITY\SYSTEM"
"Server87","11/23/2019 12:00:00 AM","MSKB1941802","Update","NT AUTHORITY\SYSTEM"
"Server87","11/23/2019 12:00:00 AM","MSKB6782750","Security Update","NT AUTHORITY\SYSTEM"
"Server87","11/23/2019 12:00:00 AM","MSKB3076339","Update","NT AUTHORITY\SYSTEM"
"Server87","11/23/2019 12:00:00 AM","MSKB7295492","Security Update","NT AUTHORITY\SYSTEM"
"Server88","11/23/2019 12:00:00 AM","MSKB8093180","Security Update","NT AUTHORITY\SYSTEM"
"Server88","11/23/2019 12:00:00 AM","MSKB1653619","Security Update","NT AUTHORITY\SYSTEM"
"Server89","11/23/2019 12:00:00 AM","MSKB1458992","Security Update","NT AUTHORITY\SYSTEM"
"Server89","11/23/2019 12:00:00 AM","MSKB2614522","Security Update","NT AUTHORITY\SYSTEM"
"Server90","11/23/2019 12:00:00 AM","MSKB6663488","Security Update","NT AUTHORITY\SYSTEM"
"Server92","11/23/2019 12:00:00 AM","MSKB9148495","Update","NT AUTHORITY\SYSTEM"
"Server93","11/23/2019 12:00:00 AM","MSKB9045435","Security Update","NT AUTHORITY\SYSTEM"
"Server93","11/23/2019 12:00:00 AM","MSKB4390789","Update","NT AUTHORITY\SYSTEM"
"Server93","11/23/2019 12:00:00 AM","MSKB6869046","Update","NT AUTHORITY\SYSTEM"
"Server94","11/23/2019 12:00:00 AM","MSKB4522436","Update","NT AUTHORITY\SYSTEM"
